g6,edges,alpha,theta,gap,ratio,theta_ub,status
L?AA@BOTCsF_ic,22,5,5.6560581974,0.6560581974,1.1312116395,5.80978080,Solved
L?AAD@W[@sBgBs,23,5,5.6560581973,0.6560581973,1.1312116395,5.75667634,Solved
L?AAD?sXDo@Yec,23,5,5.6560581973,0.6560581973,1.1312116395,5.76535140,Solved
L?AAD?wTDOm_At,23,5,5.6560581968,0.6560581968,1.1312116394,5.77534987,Solved
L?AA@AWT?{]?Bp,22,5,5.6560581951,0.6560581951,1.1312116390,5.75894799,Solved
L?AAD?oy@wHKVO,23,5,5.6560581947,0.6560581947,1.1312116389,5.80856991,Solved
L?AAD?wLAQ|?Db,23,5,5.6560581944,0.6560581944,1.1312116389,5.75454744,Solved
L?ABA_gaQHn?ea,23,5,5.6560581939,0.6560581939,1.1312116388,5.75597191,Solved
L?AAF@cE_mV?L_,23,5,5.6560581939,0.6560581939,1.1312116388,5.74406921,Solved
L?AAD?oFBg@kai,22,5,5.6560581930,0.6560581930,1.1312116386,5.77671686,Solved
L?AAD?oy@wIgRW,23,5,5.6560581929,0.6560581929,1.1312116386,5.79504236,Solved
L?AA@AWT@[J_ic,22,5,5.6560581927,0.6560581927,1.1312116385,5.81286327,Solved
L?AAD@W[@WEoBs,22,5,5.6560551041,0.6560551041,1.1312110208,5.77265073,Solved
L?AEB?c{?]N_N_,25,5,5.6560082804,0.6560082804,1.1312016561,5.78316701,Solved
L?AE@`gJFO@wN_,24,5,5.6559989169,0.6559989169,1.1311997834,5.75539513,Solved
L?AAD@OJ@kN?Bw,22,5,5.6559950412,0.6559950412,1.1311990082,5.78833029,Solved
L?AAD@OZBgPSJg,23,5,5.6559751561,0.6559751561,1.1311950312,5.74119208,Solved
L?AAD@wMawROVO,25,5,5.6559502472,0.6559502472,1.1311900494,5.75167223,Solved
L?AAD@OJ@sAwk_,21,5,5.6559469655,0.6559469655,1.1311893931,5.74285116,Solved
L?AAD@Oi?sJGBw,21,5,5.6559371706,0.6559371706,1.1311874341,5.74667867,Solved
L?AAD@Oi@kFOVO,22,5,5.6559332078,0.6559332078,1.1311866416,5.74982940,Solved
L?ABAaIU@IEc{?,22,5,5.6559193419,0.6559193419,1.1311838684,5.74112075,Solved
L?AA@BOm@w@wFo,23,5,5.6559193412,0.6559193412,1.1311838682,5.75229670,Solved
L?ABAaGBdAas[K,23,5,5.6559148269,0.6559148269,1.1311829654,5.78536317,Solved
L?AAD@W[?wPQF_,21,5,5.6558948377,0.6558948377,1.1311789675,5.74086335,Solved
L?AAFBOm@[FOJg,25,5,5.6558753821,0.6558753821,1.1311750764,5.80041982,Solved
L?AAD@OJBo@kig,22,5,5.6558639285,0.6558639285,1.1311727857,5.74956752,Solved
L?AADbGX?sL_ec,23,5,5.6558420656,0.6558420656,1.1311684131,5.76053293,Solved
L?ABAaIe@wN?H[,24,5,5.6558319717,0.6558319717,1.1311663943,5.77240706,Solved
L?ABAaIeBoN_H[,25,5,5.6558185802,0.6558185802,1.1311637160,5.77383152,Solved
L?AAD?sX?suOA{,23,5,5.6557985857,0.6557985857,1.1311597171,5.77677124,Solved
L?ABAagF?lTG]?,23,5,5.6557961605,0.6557961605,1.1311592321,5.76529543,Solved
L?AADb_u?{FOFg,25,5,5.6557859987,0.6557859987,1.1311571997,5.79607059,Solved
L?AAD?wTDObgN_,23,5,5.6557712523,0.6557712523,1.1311542505,5.78631389,Solved
L?ABA_gaOkz?\C,23,5,5.6557687334,0.6557687334,1.1311537467,5.74866377,Solved
L?AAD?sX?sPS}?,22,5,5.6557564893,0.6557564893,1.1311512979,5.78590152,Solved
L?AAD@oIaiRO^?,23,5,5.6557399690,0.6557399690,1.1311479938,5.78938708,Solved
L?AEB?s]?mN_qI,26,5,5.6557238403,0.6557238403,1.1311447681,5.76842260,Solved
L?AAFBOm?yFOFo,25,5,5.6557098928,0.6557098928,1.1311419786,5.74816413,Solved
L?AAFBOm@sBwFo,26,5,5.6557098872,0.6557098872,1.1311419774,5.74208867,Solved
L?AAFBOm?uFOFo,25,5,5.6557098868,0.6557098868,1.1311419774,5.76681101,Solved
L?AAD?sX?sPU}?,23,5,5.6556919707,0.6556919707,1.1311383941,5.75082734,Solved
L?AA@AOTCsLCIk,21,5,5.6556902542,0.6556902542,1.1311380508,5.76227712,Solved
L?AADBOX?{Eocc,22,5,5.6556902538,0.6556902538,1.1311380508,5.77024319,Solved
L?AAD?oeEPL_RW,22,5,5.6556902517,0.6556902517,1.1311380503,5.76735156,Solved
L?AADBOX?sEocc,21,5,5.6556902514,0.6556902514,1.1311380503,5.76934390,Solved
L?AA@AOTFOTQJg,22,5,5.6556902514,0.6556902514,1.1311380503,5.75665166,Solved
L?AA@AOT?{\?ic,21,5,5.6556902513,0.6556902513,1.1311380503,5.74866682,Solved
L?AA@AOTDoDcaS,20,5,5.6556902487,0.6556902487,1.1311380497,5.75348368,Solved
L?AADBOX@sEocc,22,5,5.6556902483,0.6556902483,1.1311380497,5.76457179,Solved
L?`@Cb_HQcAsl?,22,5,5.6556902477,0.6556902477,1.1311380495,5.77525765,Solved
L?AADBOXBWAwce,23,5,5.6556902469,0.6556902469,1.1311380494,5.76538280,Solved
L?AA@AOTDo@kaS,20,5,5.6556902463,0.6556902463,1.1311380493,5.75099654,Solved
L?AA@AODEoFoYK,21,5,5.6556902462,0.6556902462,1.1311380492,5.74825588,Solved
L?AAD?oeBW@kqG,21,5,5.6556902459,0.6556902459,1.1311380492,5.76797331,Solved
L?AAD@c\DcA[N_,24,5,5.6556874871,0.6556874871,1.1311374974,5.76324172,Solved
L?AA@BOmDcJ_Jg,23,5,5.6556874865,0.6556874865,1.1311374973,5.78262543,Solved
L?AAD@c\DcA[VO,24,5,5.6556874861,0.6556874861,1.1311374972,5.77985224,Solved
L?AA@AWTFOTQN_,23,5,5.6556874845,0.6556874845,1.1311374969,5.76604211,Solved
L?AAD?oeEP@kLa,22,5,5.6556874844,0.6556874844,1.1311374969,5.74636656,Solved
L?AA@BOJKsM_N_,23,5,5.6556874844,0.6556874844,1.1311374969,5.76598496,Solved
L?AAD@oicsJGAw,23,5,5.6556874839,0.6556874839,1.1311374968,5.77509946,Solved
L?AA@BOTBoVOJg,23,5,5.6556874836,0.6556874836,1.1311374967,5.76558074,Solved
L?AAD@c\DcA[y@,24,5,5.6556874834,0.6556874834,1.1311374967,5.75529524,Solved
L?AAD@c\DcA[ak,24,5,5.6556874834,0.6556874834,1.1311374967,5.76712764,Solved
L?AA@AOTBwTQJg,23,5,5.6556874832,0.6556874832,1.1311374966,5.76078896,Solved
L?AAD@c\DcA[Z@,24,5,5.6556874832,0.6556874832,1.1311374966,5.75829742,Solved
L?AAD@c\DcA[m_,24,5,5.6556874832,0.6556874832,1.1311374966,5.78465642,Solved
L?AA@AOTCsN_Ik,22,5,5.6556874827,0.6556874827,1.1311374965,5.77031277,Solved
L?AA@AOTAwROIk,21,5,5.6556874821,0.6556874821,1.1311374964,5.75531158,Solved
L?AA@AOTAwVOIk,22,5,5.6556874820,0.6556874820,1.1311374964,5.76009098,Solved
L?AAD@c\DcBWCw,23,5,5.6556874817,0.6556874817,1.1311374963,5.78177972,Solved
L?AAD@oIeoBWSS,22,5,5.6556874817,0.6556874817,1.1311374963,5.77099769,Solved
L?AAD?wLAQz?VO,23,5,5.6556874816,0.6556874816,1.1311374963,5.78614817,Solved
L?AA@BOJG{M_m_,23,5,5.6556874816,0.6556874816,1.1311374963,5.75994558,Solved
L?AAD?oyBWPSBw,23,5,5.6556874805,0.6556874805,1.1311374961,5.76459882,Solved
L?AAD@c\DcA[A{,24,5,5.6556874804,0.6556874804,1.1311374961,5.74568081,Solved
L?AAD@c\DcA[RB,24,5,5.6556874799,0.6556874799,1.1311374960,5.76673867,Solved
L?AAD@c\DcA[A],24,5,5.6556874799,0.6556874799,1.1311374960,5.75485728,Solved
L?AAD@OyAqBWig,23,5,5.6556874797,0.6556874797,1.1311374959,5.77614132,Solved
L?ABA_giRoQSe_,23,5,5.6556874796,0.6556874796,1.1311374959,5.76642265,Solved
L?AAD@c\DcA[^?,24,5,5.6556874793,0.6556874793,1.1311374959,5.77175123,Solved
L?AAD@c\DcA[Fo,24,5,5.6556874791,0.6556874791,1.1311374958,5.76700709,Solved
L?AAD@OyAqDoHi,23,5,5.6556874787,0.6556874787,1.1311374957,5.74358931,Solved
L?AAD?oy@[HKBw,23,5,5.6556874785,0.6556874785,1.1311374957,5.77632732,Solved
L?AAD?wLEoBgQS,22,5,5.6556874784,0.6556874784,1.1311374957,5.79116296,Solved
L?AAD@oIaoBWSS,21,5,5.6556874782,0.6556874782,1.1311374956,5.77489311,Solved
L?AA@AWT?{\?ic,22,5,5.6556874781,0.6556874781,1.1311374956,5.77813385,Solved
L?AAD@c\DcA[}?,24,5,5.6556874777,0.6556874777,1.1311374955,5.74975231,Solved
L?AE@b_JboBoBw,25,5,5.6556813728,0.6556813728,1.1311362746,5.78404217,Solved
L?AAD?W\DcHgN_,23,5,5.6556812006,0.6556812006,1.1311362401,5.77573759,Solved
L?AA@BOm@sDsuO,24,5,5.6556695901,0.6556695901,1.1311339180,5.75226377,Solved
L?ABBb_e?[J_Dg,23,5,5.6556669379,0.6556669379,1.1311333876,5.78007749,Solved
L?AE@b_F?ZFO\?,23,5,5.6556669053,0.6556669053,1.1311333811,5.79873079,Solved
L?ABAaGBcsCkSK,22,5,5.6556523696,0.6556523696,1.1311304739,5.78203620,Solved
L?AAD?oy?yJ_Bw,23,5,5.6556338816,0.6556338816,1.1311267763,5.76138654,Solved
L?AAD@W{BW@wFo,24,5,5.6556249977,0.6556249977,1.1311249995,5.78659477,Solved
L?AAD@W{BWAwFo,24,5,5.6556249944,0.6556249944,1.1311249989,5.77202685,Solved
L?AAD@W{BWBgFo,24,5,5.6556249940,0.6556249940,1.1311249988,5.75540415,Solved
L?AE@b_F?]M_M_,23,5,5.6556249936,0.6556249936,1.1311249987,5.80258204,Solved
L?AAD@W{BWBoFo,24,5,5.6556249928,0.6556249928,1.1311249986,5.77154394,Solved
L?AAD@OJ?sM_Jg,21,5,5.6555616577,0.6555616577,1.1311123315,5.74482427,Solved
L?ABBb_e?[J_Fg,24,5,5.6555580481,0.6555580481,1.1311116096,5.77896110,Solved
L?AEBAoNAwBWBo,24,5,5.6555484816,0.6555484816,1.1311096963,5.74928524,Solved
L?AA@b_JbgBoBw,24,5,5.6555351114,0.6555351114,1.1311070223,5.74888769,Solved
L?AAD?oNAwVORW,24,5,5.6555321269,0.6555321269,1.1311064254,5.75453469,Solved
L?ABA_gaOk~?\C,24,5,5.6555261573,0.6555261573,1.1311052315,5.74694739,Solved
L?AAD?wLEOn_Dq,24,5,5.6555260323,0.6555260323,1.1311052065,5.75302197,Solved
L?AAF@cE_mF_}?,24,5,5.6555094302,0.6555094302,1.1311018860,5.75067244,Solved
L?AAD@wMawJgm_,26,5,5.6554929918,0.6554929918,1.1310985984,5.75552934,Solved
L?AE@b_Jbo@wN_,25,5,5.6554929914,0.6554929914,1.1310985983,5.77614694,Solved
L?AAD@OJ@cBgag,20,5,5.6554857244,0.6554857244,1.1310971449,5.76754899,Solved
L?AA@b_ZAwBoBw,24,5,5.6554636041,0.6554636041,1.1310927208,5.76289185,Solved
L?AAD@W[@WAwAs,21,5,5.6554630174,0.6554630174,1.1310926035,5.78234731,Solved
L?ABAaGR?sEcGY,21,5,5.6554605739,0.6554605739,1.1310921148,5.78183291,Solved
L?AAD@WLdSFOVO,24,5,5.6554312679,0.6554312679,1.1310862536,5.74284956,Solved
L?AAD@OZBgPSm_,23,5,5.6554189400,0.6554189400,1.1310837880,5.75290105,Solved
L?AADb_J`sAsy@,25,5,5.6554150003,0.6554150003,1.1310830001,5.75418549,Solved
L?AADAw]BgHgk`,25,5,5.6554149992,0.6554149992,1.1310829998,5.76769473,Solved
L?AADb_u?lFOFg,25,5,5.6554149988,0.6554149988,1.1310829998,5.78591766,Solved
L?AADbGHg{FOuC,25,5,5.6554149973,0.6554149973,1.1310829995,5.75738018,Solved
L?AADb_u?tFOFg,25,5,5.6554149967,0.6554149967,1.1310829993,5.76539111,Solved
L?ABAaIeAwN_H[,25,5,5.6554141420,0.6554141420,1.1310828284,5.78160341,Solved
L?AAD@OJ@cAwm_,21,5,5.6554125529,0.6554125529,1.1310825106,5.76622221,Solved
L?AAD?wT@Shg}?,23,5,5.6553983304,0.6553983304,1.1310796661,5.74627964,Solved
L?AAD?wTEoHgic,23,5,5.6553899469,0.6553899469,1.1310779894,5.74541791,Solved
L?`@Cb_HOsJOBg,22,5,5.6553874245,0.6553874245,1.1310774849,5.76105128,Solved
L?AADb_B_tF_^?,24,5,5.6553868159,0.6553868159,1.1310773632,5.76999056,Solved
L?AADb_B_tM_^?,24,5,5.6553868145,0.6553868145,1.1310773629,5.75855897,Solved
L?AADb_B_tJ_^?,24,5,5.6553868130,0.6553868130,1.1310773626,5.76583814,Solved
L?AADb_B_tN?^?,24,5,5.6553868111,0.6553868111,1.1310773622,5.77545510,Solved
L?AA@r_{BWBoBk,25,5,5.6553752169,0.6553752169,1.1310750434,5.78582006,Solved
L?AAD?wTAYTQ}?,24,5,5.6553739972,0.6553739972,1.1310747994,5.74047404,Solved
L?AADbGL?[\?Hg,22,5,5.6553689409,0.6553689409,1.1310737882,5.79021794,Solved
L?AADbGL?[N?Hg,22,5,5.6553362693,0.6553362693,1.1310672539,5.77592488,Solved
L?AAD?wT@Sz?VO,23,5,5.6553254028,0.6553254028,1.1310650806,5.76382859,Solved
L?AADb_B_lN?J_,23,5,5.6553184824,0.6553184824,1.1310636965,5.78656543,Solved
L?AADBOLBoBgBw,23,5,5.6553070212,0.6553070212,1.1310614042,5.80189847,Solved
L?AE@b_FDo@wJ_,23,5,5.6553070207,0.6553070207,1.1310614041,5.80571931,Solved
L?AE@`gJ?lXG\?,23,5,5.6552887859,0.6552887859,1.1310577572,5.80795181,Solved
L?AAD?wTEoTQVO,24,5,5.6552884716,0.6552884716,1.1310576943,5.75256056,Solved
L?AAD?wT@Sjg}?,24,5,5.6552702728,0.6552702728,1.1310540546,5.74292744,Solved
L?AAD@OI?{RODs,21,5,5.6552618317,0.6552618317,1.1310523663,5.75371503,Solved
L?AAD?wTDSjg}?,25,5,5.6552275792,0.6552275792,1.1310455158,5.74387884,Solved
L?AEB?c{AwFoBs,25,5,5.6552057460,0.6552057460,1.1310411492,5.78741519,Solved
L?AAD?oy@[RODs,23,5,5.6552002412,0.6552002412,1.1310400482,5.75886367,Solved
L?AEB`gFF_@wL_,24,5,5.6551449252,0.6551449252,1.1310289850,5.79619745,Solved
L?AAD?wT@ShgN_,23,5,5.6550631111,0.6550631111,1.1310126222,5.77661694,Solved
L?AADBOX@KBOIg,20,5,5.6550553071,0.6550553071,1.1310110614,5.74037361,Solved
L?AE@`gJBgXGDh,24,5,5.6550198211,0.6550198211,1.1310039642,5.81546059,Solved
L?AAD?wT@kBgic,23,5,5.6550122732,0.6550122732,1.1310024546,5.78492704,Solved
L?AAD?wT?yFoic,24,5,5.6550084932,0.6550084932,1.1310016986,5.80396603,Solved
L?AADBWkbWN?RS,25,5,5.6550024188,0.6550024188,1.1310004838,5.76334509,Solved
L?ABAaIeBgN_H[,25,5,5.6550002942,0.6550002942,1.1310000588,5.78007351,Solved
L?ABAaIe@wL_H[,24,5,5.6549883729,0.6549883729,1.1309976746,5.77282590,Solved
L?ABAaIeBWCm^?,25,5,5.6549876048,0.6549876048,1.1309975210,5.77735868,Solved
L?ABAaIe@Jn_^?,26,5,5.6549876038,0.6549876038,1.1309975208,5.75972009,Solved
L?ABAaIe@wCm^?,25,5,5.6549876035,0.6549876035,1.1309975207,5.75452829,Solved
L?ABAaGR?sEcGU,21,5,5.6549712996,0.6549712996,1.1309942599,5.77148221,Solved
L?`@Cb_HOsJO@w,22,5,5.6549584104,0.6549584104,1.1309916821,5.75679964,Solved
L?AADBOLBWBgAw,22,5,5.6549558447,0.6549558447,1.1309911689,5.77693257,Solved
L?ABAaGR?sEcG],22,5,5.6549546180,0.6549546180,1.1309909236,5.77280174,Solved
L?AE@b_F@[J_Bw,24,5,5.6549503795,0.6549503795,1.1309900759,5.75665617,Solved
L?`@Cb_HOsJOBw,23,5,5.6549503739,0.6549503739,1.1309900748,5.75828638,Solved
L?AE@`gF?lXG^?,24,5,5.6548727630,0.6548727630,1.1309745526,5.76899591,Solved
L?AAD@OyBgDcai,23,5,5.6548715312,0.6548715312,1.1309743062,5.74452163,Solved
L?AAF@[N@k\?Dp,26,5,5.6548544331,0.6548544331,1.1309708866,5.74697992,Solved
L?AAD`cieoM_ah,25,5,5.6548544318,0.6548544318,1.1309708864,5.76364615,Solved
L?AEB?s]?]^?Fo,26,5,5.6548544310,0.6548544310,1.1309708862,5.76783991,Solved
L?AA@qoZF_BoBi,25,5,5.6548544304,0.6548544304,1.1309708861,5.75159604,Solved
L?AAF?UZ@w]?Bp,25,5,5.6548544302,0.6548544302,1.1309708860,5.74388713,Solved
L?AEBAw{@k@wN_,26,5,5.6548544295,0.6548544295,1.1309708859,5.74847866,Solved
L?AA@ro{BWBoBk,26,5,5.6548544293,0.6548544293,1.1309708859,5.75259159,Solved
L?AA@qoZDcHcF_,24,5,5.6548544292,0.6548544292,1.1309708858,5.78265276,Solved
L?AA@r_{BWBoFg,25,5,5.6548544291,0.6548544291,1.1309708858,5.79036512,Solved
L?AE@`gJ?lXG^?,24,5,5.6547623184,0.6547623184,1.1309524637,5.80342498,Solved
L?ABAaIU@gCky?,22,5,5.6547564188,0.6547564188,1.1309512838,5.75189107,Solved
L?AA@BOJLc\?Ct,23,5,5.6547546625,0.6547546625,1.1309509325,5.74551192,Solved
L?AADbGH`hZ?m_,24,5,5.6547365448,0.6547365448,1.1309473090,5.79633964,Solved
L?AA@BOTDcTQJg,23,5,5.6547362311,0.6547362311,1.1309472462,5.78413523,Solved
L?AAD@OyBgDoai,23,5,5.6547362301,0.6547362301,1.1309472460,5.74197479,Solved
L?AA@AOTEoBoic,21,5,5.6547362290,0.6547362290,1.1309472458,5.77733138,Solved
L?AA@AOTEoDUZG,22,5,5.6547362290,0.6547362290,1.1309472458,5.77109321,Solved
L?AA@AOTFoLcic,23,5,5.6547362282,0.6547362282,1.1309472456,5.77037701,Solved
L?AA@AOTEoTQZG,22,5,5.6547362274,0.6547362274,1.1309472455,5.78386224,Solved
L?AA@BOTFOTQJg,23,5,5.6547362271,0.6547362271,1.1309472454,5.77623556,Solved
L?AAD?sXDoQQEs,23,5,5.6547362271,0.6547362271,1.1309472454,5.74214742,Solved
L?AAD?sXDoHKVO,23,5,5.6547362256,0.6547362256,1.1309472451,5.75208207,Solved
L?AA@BOTCsEoJg,22,5,5.6547362255,0.6547362255,1.1309472451,5.80094468,Solved
L?AA@BOTCcTQN_,22,5,5.6547362255,0.6547362255,1.1309472451,5.77079109,Solved
L?AAD@cM`kIgCw,23,5,5.6547362254,0.6547362254,1.1309472451,5.78879837,Solved
L?AA@BOTDcTQN_,23,5,5.6547362252,0.6547362252,1.1309472450,5.78145444,Solved
L?AAD@OyAq@[Ds,23,5,5.6547362252,0.6547362252,1.1309472450,5.74907816,Solved
L?AAD?wXF_QQN_,23,5,5.6547362247,0.6547362247,1.1309472449,5.75676956,Solved
L?AA@AOTEoHcic,21,5,5.6547362246,0.6547362246,1.1309472449,5.76454599,Solved
L?AA@AOTEoTQN_,22,5,5.6547362246,0.6547362246,1.1309472449,5.76549508,Solved
L?AA@AOT?{TQ}?,22,5,5.6547362243,0.6547362243,1.1309472449,5.75880096,Solved
L?AA@AOTFoTQN_,23,5,5.6547362239,0.6547362239,1.1309472448,5.74317938,Solved
L?AAD?wXCcig{?,22,5,5.6547362238,0.6547362238,1.1309472448,5.79218928,Solved
L?AAD?wX?eeoTO,22,5,5.6547362235,0.6547362235,1.1309472447,5.80334385,Solved
L?ABAaIMAhTG{?,23,5,5.6547320765,0.6547320765,1.1309464153,5.76034600,Solved
L?AE@`gF_]]?N_,25,5,5.6547052455,0.6547052455,1.1309410491,5.74585310,Solved
L?ABAaIU@IM_}?,23,5,5.6546600978,0.6546600978,1.1309320196,5.74959508,Solved
L?ABAaIU@IV?\?,22,5,5.6546600964,0.6546600964,1.1309320193,5.74887369,Solved
L?AADBOL?]N?JG,22,5,5.6546550923,0.6546550923,1.1309310185,5.77674124,Solved
L?ABAaIMAhTG}?,24,5,5.6546519654,0.6546519654,1.1309303931,5.75515442,Solved
L?AA@AWT@SPI^?,21,5,5.6546301576,0.6546301576,1.1309260315,5.75679586,Solved
L?ABA_gaOhZ?^?,22,5,5.6546164044,0.6546164044,1.1309232809,5.76665832,Solved
L?AAD@OJ@sM_Jg,22,5,5.6546060413,0.6546060413,1.1309212083,5.75558168,Solved
L?AA@b_DloM_N_,24,5,5.6545852922,0.6545852922,1.1309170584,5.76022949,Solved
L?AAD@WLdSIg]?,23,5,5.6545012606,0.6545012606,1.1309002521,5.74243241,Solved
L?ABA_gaOh^?^?,23,5,5.6544947025,0.6544947025,1.1308989405,5.77439332,Solved
L?AAD@W[?kDoBc,21,5,5.6544808057,0.6544808057,1.1308961611,5.75186641,Solved
L?AA@AOTFOPWm_,21,5,5.6544711400,0.6544711400,1.1308942280,5.74917805,Solved
L?ABAaIU@gV?HW,22,5,5.6544330040,0.6544330040,1.1308866008,5.75298570,Solved
L?ABAaIU@gCk}?,23,5,5.6543822118,0.6543822118,1.1308764424,5.75732855,Solved
L?AADBoy@sBoFo,25,5,5.6543645427,0.6543645427,1.1308729085,5.76653433,Solved
L?`@Cb_HQS@sEc,22,5,5.6543616393,0.6543616393,1.1308723279,5.74351396,Solved
L?AAD@Oy?\BoN_,23,5,5.6543616379,0.6543616379,1.1308723276,5.74741037,Solved
L?AAD@OJDo@[N_,22,5,5.6543616354,0.6543616354,1.1308723271,5.78118348,Solved
L?AAD@Oy?\F_N_,23,5,5.6543616347,0.6543616347,1.1308723269,5.74912099,Solved
L?AAD@Oy?\FON_,23,5,5.6543616332,0.6543616332,1.1308723266,5.75316995,Solved
L?`@Cb_DbO`ks`,24,5,5.6543614103,0.6543614103,1.1308722821,5.75726033,Solved
L?AAD`om@[BoAw,24,5,5.6543439946,0.6543439946,1.1308687989,5.74152115,Solved
L?AA@b_ZDoHgcd,24,5,5.6543344219,0.6543344219,1.1308668844,5.77905316,Solved
L?ABAaIU@I}?LG,23,5,5.6543311043,0.6543311043,1.1308662209,5.74422150,Solved
L?AAD@W[?Uaw^?,23,5,5.6543256023,0.6543256023,1.1308651205,5.79218569,Solved
L?AE@b_FDo@wM_,23,5,5.6543255964,0.6543255964,1.1308651193,5.80872052,Solved
L?AAD?w\F_@wDo,23,5,5.6542822603,0.6542822603,1.1308564521,5.78650946,Solved
L?ABA_gaOhz?^?,23,5,5.6542684038,0.6542684038,1.1308536808,5.77665265,Solved
L?AAF?emEoBoDo,24,5,5.6542363489,0.6542363489,1.1308472698,5.74988850,Solved
L?AAD@oM_]^?Fo,25,5,5.6542363462,0.6542363462,1.1308472692,5.77476264,Solved
L?AADBoyAwBoFo,25,5,5.6542363436,0.6542363436,1.1308472687,5.75666700,Solved
L?ABAaIuF_Ck\G,25,5,5.6542363434,0.6542363434,1.1308472687,5.74781987,Solved
L?AAFBOm@[BoAw,24,5,5.6542363433,0.6542363433,1.1308472687,5.75266146,Solved
L?AE@pcuEoEoHe,26,5,5.6542363419,0.6542363419,1.1308472684,5.74584260,Solved
L?AADBoyAwAwFo,25,5,5.6542363418,0.6542363418,1.1308472684,5.75269235,Solved
L?AADBoy@sBWFo,25,5,5.6542363410,0.6542363410,1.1308472682,5.74291458,Solved
L?AE@b_FDo@wN_,24,5,5.6542363410,0.6542363410,1.1308472682,5.79146187,Solved
L?AE@bGyBgBoDk,25,5,5.6542363405,0.6542363405,1.1308472681,5.75242319,Solved
L?AADBoy@sAwFo,25,5,5.6542363402,0.6542363402,1.1308472680,5.75147755,Solved
L?AAD@OJCsUOVO,22,5,5.6542276881,0.6542276881,1.1308455376,5.75566590,Solved
L?ABA_gaOh~?^?,24,5,5.6542240925,0.6542240925,1.1308448185,5.77390196,Solved
L?AAD@W[?k@qN_,22,5,5.6541651021,0.6541651021,1.1308330204,5.74890360,Solved
L?AAD@W[@WAwBs,22,5,5.6541398104,0.6541398104,1.1308279621,5.77704851,Solved
L?AAD@W[?mF_Bs,23,5,5.6540937475,0.6540937475,1.1308187495,5.79568716,Solved
L?AADb_BboDoFg,24,5,5.6540937467,0.6540937467,1.1308187493,5.78013701,Solved
L?ABBBouCsBWBw,26,5,5.6540814925,0.6540814925,1.1308162985,5.77313852,Solved
L?AAD@OJBoTCBw,22,5,5.6539941640,0.6539941640,1.1307988328,5.75061630,Solved
L?AA@qoZF_Hccd,25,5,5.6539761387,0.6539761387,1.1307952277,5.80394976,Solved
L?AADBOLBoDoDo,22,5,5.6539719540,0.6539719540,1.1307943908,5.77541751,Solved
L?AE@b_FAw@wN_,24,5,5.6539589524,0.6539589524,1.1307917905,5.74776008,Solved
L?AE@b_F?]FOV?,23,5,5.6539589512,0.6539589512,1.1307917902,5.74085864,Solved
L?ABA_gaQwV?TK,23,5,5.6539295911,0.6539295911,1.1307859182,5.76760094,Solved
L?AAF?UZ@w\CN_,26,5,5.6539290634,0.6539290634,1.1307858127,5.75761085,Solved
L?ABAaIUBoTGG[,23,5,5.6538751144,0.6538751144,1.1307750229,5.78717483,Solved
L?AA@BOTCsBoJg,22,5,5.6538751096,0.6538751096,1.1307750219,5.77166303,Solved
L?AAD@W[?UjGm_,23,5,5.6538751091,0.6538751091,1.1307750218,5.78234529,Solved
L?AADb_B_lM_k_,23,5,5.6538751072,0.6538751072,1.1307750214,5.77116523,Solved
L?AA@BOT@\VON_,24,5,5.6538751060,0.6538751060,1.1307750212,5.75671120,Solved
L?AA@BOTCsTQN_,23,5,5.6538751053,0.6538751053,1.1307750211,5.76428157,Solved
L?AA@AWTEoTQN_,23,5,5.6538751040,0.6538751040,1.1307750208,5.77220666,Solved
L?AAD@W[?UfOUO,22,5,5.6538751034,0.6538751034,1.1307750207,5.77834874,Solved
L?AAD?wLAQ~?VO,24,5,5.6538751033,0.6538751033,1.1307750207,5.77031996,Solved
L?AA@aHRPw\?\G,24,5,5.6538751029,0.6538751029,1.1307750206,5.75812706,Solved
L?AA@aomBWXGRW,24,5,5.6538751023,0.6538751023,1.1307750205,5.77355318,Solved
L?AA@BOTCsDsN_,23,5,5.6538751017,0.6538751017,1.1307750203,5.77057971,Solved
L?AAD?wLAQv?VO,23,5,5.6538751013,0.6538751013,1.1307750203,5.78886344,Solved
L?AA@AWT?{Z?ic,22,5,5.6538751012,0.6538751012,1.1307750202,5.77670616,Solved
L?AA@AWTDSfo}?,24,5,5.6538751009,0.6538751009,1.1307750202,5.75470018,Solved
L?AA@AWT?{^?ic,23,5,5.6538751002,0.6538751002,1.1307750200,5.76436838,Solved
L?AE@b_FDo@kJ_,23,5,5.6538697717,0.6538697717,1.1307739543,5.78458277,Solved
L?AADBOX@c@oRO,20,5,5.6538221173,0.6538221173,1.1307644235,5.74078058,Solved
L?AAD@oe_]Bo}?,24,5,5.6538190678,0.6538190678,1.1307638136,5.76413421,Solved
L?AADBOL@[Aw}?,23,5,5.6538136032,0.6538136032,1.1307627206,5.74445668,Solved
L?AE@`gVFOAsM_,24,5,5.6538081044,0.6538081044,1.1307616209,5.75774194,Solved
L?AADb_B_lJ_}?,24,5,5.6538052395,0.6538052395,1.1307610479,5.76963814,Solved
L?AE@bGY?km_N_,24,5,5.6538052363,0.6538052363,1.1307610473,5.78981934,Solved
L?AEB`oJ?]Z?M_,24,5,5.6538052356,0.6538052356,1.1307610471,5.77455859,Solved
